clip,frame,t,Root,Pelvis,Spine1,Spine2,Neck,Head,L_Clavicle,R_Clavicle,L_Shoulder,R_Shoulder,L_Elbow,R_Elbow,L_Hand,R_Hand,L_Hip,R_Hip,L_KneeLower,R_KneeLower,L_Foot,R_Foot,L_Toe,R_Toe,Axe_Handle,Axe_Head,Axe_Jaw,Weapon,SnapWeapon,SnapWeapon2Hand
idle1,34,1.1333,15.1315|123.0467|13.9484,14.0443|117.1448|12.4478,15.058|132.0291|12.6648,15.1888|149.7789|10.7328,12.4923|181.3311|5.2093,12.188|187.5905|2.2723,8.6528|173.4846|6.2649,14.3638|173.2123|2.1223,-6.3521|169.7668|19.3965,28.074|167.603|-11.7331,-29.649|136.6689|16.1376,34.127|130.4752|-27.0213,-38.8281|114.9708|34.5974,41.1375|102.8471|-36.1531,1.6639|110.5853|17.6304,24.0688|110.8452|3.3382,-13.3494|64.5677|24.236,38.7139|64.5497|-2.0382,-28.1826|16.9293|15.7769,35.156|16.9303|-18.7934,-27.9238|8.0526|26.3687,43.9472|8.0538|-12.8793,-19.7028|114.4788|-64.6005,105.2192|87.2033|-3.3698,100.853|82.3921|-5.7634,29.4102|91.0232|-41.0879,29.3933|91.0176|-41.0893,41.1375|102.8471|-36.1531
idle1,35,1.1667,15.127|123.1245|13.9388,14.0439|117.1843|12.4478,15.0669|132.159|12.6604,15.1257|149.9817|10.6104,11.8697|181.3382|4.326,11.4528|187.518|1.2383,8.112|173.1709|5.4755,13.8238|172.8951|1.3341,-6.8662|169.6273|18.6855,27.5979|167.2594|-12.447,-30.283|136.6327|15.2441,33.7624|130.0648|-27.5272,-39.436|115.1135|33.9249,40.9414|102.4005|-36.4152,1.6809|110.6133|17.6574,24.0865|110.8732|3.366,-13.3345|64.5789|24.1405,38.6641|64.5624|-2.0621,-28.1779|16.928|15.7704,35.1566|16.9318|-18.7963,-27.9195|8.0509|26.3619,43.948|8.0552|-12.8826,-19.8687|113.7406|-65.0447,104.9961|87.0712|-3.4316,100.6533|82.2382|-5.8236,29.2689|90.522|-41.3488,29.2632|90.5174|-41.3465,40.9414|102.4005|-36.4152
idle1,36,1.2,15.1212|123.2009|13.9272,14.0443|117.2218|12.4477,15.0705|132.2863|12.6496,15.0511|150.1775|10.4758,11.2319|181.3087|3.4336,10.7025|187.403|0.1968,7.4914|173.7994|4.5628,13.202|173.5339|0.4193,-7.4743|170.422|17.8304,27.0307|167.8669|-13.2942,-31.0146|137.5377|14.181,33.3152|130.6053|-28.158,-40.5311|116.0053|32.6639,40.6835|102.9085|-36.7858,1.7004|110.6383|17.6869,24.1054|110.8991|3.3947,-13.3234|64.5905|24.0542,38.6154|64.5732|-2.0855,-28.1842|16.9297|15.7714,35.1547|16.9327|-18.8011,-27.9258|8.0514|26.3619,43.9456|8.055|-12.8884,-20.1068|113.9191|-65.5853,104.7247|87.9342|-3.6132,100.4071|83.0768|-6.0014,29.0708|90.9685|-41.712,29.0597|90.9651|-41.7134,40.6835|102.9085|-36.7858
idle1,37,1.2333,15.1052|123.2715|13.9003,14.0441|117.257|12.4481,15.0236|132.3856|12.5667,14.9731|150.3471|10.3315,11.2017|181.4979|3.3504,10.6817|187.5994|0.1256,7.3386|174.7018|4.2746,13.0457|174.4555|0.1249,-7.7038|171.4286|17.4813,26.8236|168.8455|-13.6629,-31.3941|138.679|13.5978,33.2073|131.5264|-28.3389,-41.2795|117.135|31.8723,40.7578|103.8021|-36.7173,1.7195|110.6615|17.7173,24.1249|110.9217|3.4258,-13.3097|64.6005|23.9754,38.5756|64.5827|-2.0995,-28.1827|16.9294|15.7742,35.1593|16.9323|-18.7962,-27.9245|8.0514|26.365,43.9502|8.0553|-12.8825,-20.0298|114.4643|-65.6532,104.8057|89.204|-3.3904,100.5127|84.3208|-5.7703,29.204|91.7976|-41.625,29.1923|91.7969|-41.629,40.7578|103.8021|-36.7173
idle1,38,1.2667,15.0878|123.332|13.8714,14.0442|117.2896|12.4481,14.9738|132.4627|12.4815,14.8889|150.4719|10.1837,11.1635|181.6419|3.2645,10.6525|187.7506|0.0518,7.3394|174.6985|4.2627,13.0449|174.4597|0.1104,-7.7868|171.525|17.398,26.7616|168.9042|-13.7603,-31.6315|138.9201|13.2522,33.2028|131.5444|-28.307,-41.1507|117.723|32.1172,40.9194|103.8023|-36.4725,1.7397|110.6821|17.7492,24.1442|110.9416|3.4562,-13.2936|64.609|23.9075,38.5361|64.5893|-2.1112,-28.1782|16.9282|15.7843,35.1564|16.9295|-18.7883,-27.918|8.0517|26.3763,43.9484|8.0534|-12.8748,-19.8838|114.1023|-65.5067,104.9956|89.5949|-3.0313,100.7268|84.6851|-5.4001,29.4241|91.731|-41.3539,29.4225|91.7297|-41.3552,40.9194|103.8023|-36.4725
idle1,39,1.3,15.0749|123.3802|13.8495,14.0442|117.3192|12.448,14.9528|132.5243|12.4371,14.8|150.5427|10.0296,10.734|181.5644|2.6505,10.1553|187.6187|-0.6522,7.0643|174.3293|3.8913,12.7704|174.087|-0.2599,-8.1086|171.291|17.0046,26.4756|168.5199|-14.1373,-32.1195|138.8472|12.5647,32.9399|131.1433|-28.6303,-41.2568|118.0143|32.0153,40.8066|103.3952|-36.6306,1.759|110.7001|17.7795,24.1637|110.959|3.4868,-13.2834|64.6174|23.8428,38.5036|64.5959|-2.1251,-28.1825|16.9299|15.7855,35.1573|16.9307|-18.7935,-27.9241|8.053|26.3772,43.9491|8.0544|-12.88,-20.0307|113.3023|-65.73,104.9333|89.6119|-3.1089,100.6892|84.6735|-5.4624,29.3715|91.252|-41.4749,29.3672|91.25|-41.4727,40.8066|103.3952|-36.6306
idle1,40,1.3333,15.0623|123.4201|13.8284,14.0443|117.3453|12.4478,14.9347|132.5719|12.3986,14.7096|150.5832|9.8785,10.2555|181.4232|1.9805,9.5997|187.4133|-1.4234,6.6191|174.8199|3.2516,12.3178|174.6154|-0.912,-8.6018|171.9154|16.3397,26.0108|169.0321|-14.795,-32.7893|139.6495|11.5735,32.4797|131.6513|-29.2751,-42.2308|118.8127|30.8739,40.4953|103.9045|-37.1309,1.7786|110.7142|17.8091,24.1834|110.9741|3.5165,-13.2686|64.6215|23.7843,38.4768|64.6009|-2.1308,-28.1781|16.9279|15.7828,35.1584|16.9295|-18.7871,-27.9184|8.0515|26.3749,43.9505|8.0539|-12.8732,-20.3886|113.3938|-66.272,104.6878|90.5726|-3.5526,100.4688|85.6039|-5.8876,29.122|91.6855|-41.9298,29.1163|91.6806|-41.9314,40.4953|103.9045|-37.1309
idle1,41,1.3667,15.0443|123.4556|13.7992,14.0441|117.3675|12.448,14.8862|132.6035|12.3161,14.6256|150.6202|9.7311,10.2096|181.4774|1.8789,9.5614|187.4734|-1.5161,6.4855|175.625|3.0064,12.1761|175.4616|-1.171,-8.8427|172.8218|15.9909,25.7825|169.9371|-15.1621,-33.2226|140.7542|10.8795,32.2646|132.5476|-29.6139,-42.9877|119.9041|30.0038,40.4455|104.8031|-37.3058,1.7965|110.726|17.8377,24.2014|110.9852|3.5454,-13.2634|64.6276|23.7359,38.4527|64.6038|-2.1398,-28.1891|16.9314|15.7802,35.1526|16.9312|-18.7962,-27.9309|8.0549|26.3723,43.9437|8.0539|-12.8832,-20.4758|113.863|-66.5054,104.6937|91.935|-3.6531,100.5016|86.9354|-5.9707,29.138|92.5066|-42.0622,29.1299|92.5065|-42.0623,40.4455|104.8031|-37.3058
idle1,42,1.4,15.0273|123.4882|13.7713,14.0441|117.3855|12.448,14.8389|132.635|12.2362,14.5472|150.6654|9.596,10.1924|181.5541|1.8341,9.5562|187.5613|-1.5433,6.4815|175.4556|2.9867,12.1773|175.2662|-1.182,-8.9689|172.7737|15.8513,25.685|169.8471|-15.3094,-33.5412|140.915|10.3678,32.2076|132.4405|-29.6985,-42.9874|120.3657|29.9719,40.64|104.7015|-37.1342,1.814|110.7337|17.8647,24.2191|110.9933|3.5727,-13.2504|64.6288|23.7003,38.4408|64.606|-2.1387,-28.183|16.9296|15.7751,35.1604|16.93|-18.7891,-27.9237|8.0522|26.3663,43.952|8.0544|-12.8742,-20.3095|113.2174|-66.4384,104.937|92.4205|-3.3556,100.7808|87.3823|-5.6539,29.4197|92.3076|-41.8442,29.4092|92.3021|-41.8399,40.64|104.7015|-37.1342
idle1,43,1.4333,15.0151|123.5166|13.7506,14.0439|117.3988|12.4479,14.8131|132.6709|12.1864,14.4796|150.7116|9.472,9.9793|181.5277|1.507,9.3143|187.5093|-1.9099,6.3206|175.1635|2.7402,12.0219|174.9438|-1.4189,-9.2433|172.6494|15.5016,25.4525|169.615|-15.6537,-34.0294|141.0293|9.6146,32.016|132.1831|-29.9582,-43.1438|120.788|29.6905,40.7682|104.4541|-37.0539,1.8297|110.7384|17.8898,24.2342|110.9976|3.5968,-13.2415|64.6294|23.6761,38.4273|64.6048|-2.1412,-28.1836|16.9303|15.769,35.1492|16.9305|-18.797,-27.9241|8.0515|26.3591,43.9402|8.0535|-12.8833,-20.2007|112.3325|-66.4957,105.1066|92.8624|-3.111,100.9925|87.7792|-5.3859,29.6502|91.9475|-41.708,29.6493|91.9478|-41.7101,40.7682|104.4541|-37.0539
idle1,44,1.4667,15.0046|123.5391|13.7328,14.044|117.4071|12.4477,14.7916|132.7021|12.1448,14.4174|150.7541|9.3638,9.7605|181.4928|1.1923,9.0646|187.4478|-2.2648,6.0508|175.8089|2.3302,11.7503|175.5982|-1.832,-9.6239|173.4373|14.9828,25.0993|170.352|-16.1738,-34.6267|142.072|8.665,31.7112|132.9031|-30.4116,-44.0529|121.7704|28.5351,40.7733|105.1946|-37.1912,1.8447|110.7378|17.9121,24.2486|110.9988|3.6183,-13.2301|64.6264|23.6694,38.433|64.6054|-2.1363,-28.1765|16.9271|15.7712,35.1592|16.9329|-18.7982,-27.9165|8.0489|26.3617,43.951|8.056|-12.8855,-20.2143|112.4524|-66.7537,105.1526|94.2732|-3.1037,101.0804|89.1469|-5.3572,29.7573|92.5792|-41.7938,29.7446|92.5726|-41.7903,40.7733|105.1946|-37.1912
idle1,45,1.5,14.9928|123.5518|13.7134,14.0443|117.4099|12.448,14.7585|132.7134|12.0889,14.3624|150.7739|9.2683,9.7471|181.5349|1.1575,9.0594|187.4977|-2.2878,5.9599|176.447|2.1672,11.6458|176.3041|-2.0178,-9.8285|174.1475|14.691,24.883|171.1286|-16.4885,-35.0547|143.0572|7.918,31.5153|133.6696|-30.6901,-44.8245|122.6619|27.5243,40.7704|105.9765|-37.2686,1.8571|110.7338|17.9311,24.2611|110.9951|3.6374,-13.2271|64.6245|23.681,38.4423|64.6019|-2.1274,-28.1821|16.9285|15.7796,35.1602|16.9336|-18.7998,-27.9224|8.0518|26.3715,43.9516|8.0564|-12.8872,-20.2373|112.8101|-66.8906,105.1859|95.5138|-3.1058,101.1411|90.3582|-5.3417,29.8212|93.2875|-41.8285,29.8178|93.2795|-41.8237,40.7704|105.9765|-37.2686
idle1,46,1.5333,14.982|123.5591|13.6958,14.0441|117.4089|12.4478,14.7279|132.7185|12.0374,14.3172|150.7869|9.1855,9.7744|181.5824|1.165,9.1011|187.5569|-2.2628,6.0115|176.0494|2.2198,11.6954|175.9181|-1.9687,-9.8914|173.8079|14.6086,24.8165|170.7857|-16.5598,-35.3845|143.0523|7.326,31.4219|133.3128|-30.7374,-44.9391|122.8412|27.2269,40.788|105.6232|-37.1724,1.8667|110.728|17.9467,24.2718|110.9873|3.6547,-13.2258|64.6215|23.6971,38.4509|64.5936|-2.1105,-28.1851|16.9303|15.7747,35.1524|16.9298|-18.7926,-27.9269|8.0532|26.3662,43.943|8.0528|-12.8784,-20.2267|112.1572|-66.8475,105.2209|95.4849|-2.9446,101.1958|90.3088|-5.1686,29.8869|92.8828|-41.7036,29.8826|92.879|-41.701,40.788|105.6232|-37.1724
idle1,47,1.5667,14.9724|123.5604|13.6801,14.044|117.4056|12.4478,14.7038|132.7146|11.9954,14.273|150.7787|9.1075,9.7291|181.5743|1.088,9.0556|187.5489|-2.3396,5.9983|175.6089|2.1965,11.6825|175.4765|-1.9916,-9.9996|173.3853|14.4656,24.698|170.3351|-16.6739,-35.7984|143.0271|6.6145,31.2926|132.859|-30.8478,-45.1108|122.9818|26.7959,40.7506|105.1783|-37.1858,1.8763|110.7196|17.9621,24.2813|110.9786|3.6699,-13.224|64.617|23.7238,38.4679|64.5873|-2.0963,-28.1885|16.9313|15.7785,35.1497|16.9298|-18.7922,-27.9303|8.054|26.3698,43.9401|8.0524|-12.8783,-20.2849|111.4627|-66.8721,105.2154|95.31|-2.9393,101.206|90.1168|-5.1518,29.888|92.395|-41.6887,29.8753|92.3887|-41.6861,40.7507|105.1783|-37.1858
idle1,48,1.6,14.963|123.5548|13.6648,14.0441|117.3997|12.448,14.6798|132.6975|11.955,14.2291|150.7448|9.0318,9.6889|181.542|1.0167,9.016|187.5172|-2.41,5.9123|176.0583|2.0488,11.5928|175.9431|-2.1454,-10.1713|173.8204|14.2026,24.5009|170.7646|-16.9093,-36.2832|143.9001|5.7301,31.0869|133.2905|-31.0926,-45.9063|123.7006|25.6097,40.6105|105.6185|-37.3703,1.8861|110.7085|17.9772,24.2909|110.968|3.6847,-13.2175|64.6091|23.7549,38.4934|64.5814|-2.0803,-28.1825|16.9293|15.7744,35.1573|16.9308|-18.7924,-27.9233|8.0516|26.3654,43.9493|8.0543|-12.8794,-20.4513|111.7062|-67.0436,105.1117|95.9631|-3.1315,101.1136|90.7565|-5.3332,29.7761|92.8017|-41.8459,29.7699|92.7973|-41.8396,40.6105|105.6185|-37.3703
idle1,49,1.6333,14.9538|123.5413|13.6498,14.0442|117.3913|12.448,14.6575|132.6654|11.9167,14.1897|150.6819|8.9616,9.6586|181.4826|0.9545,8.9877|187.4588|-2.4706,5.8238|176.5512|1.8891,11.5019|176.4496|-2.3092,-10.3413|174.2762|13.9275,24.3041|171.219|-17.1467,-36.7652|144.8281|4.794,30.8892|133.7514|-31.3475,-46.7759|124.4129|24.2577,40.4629|106.0888|-37.59,1.895|110.6957|17.9912,24.2996|110.9546|3.6984,-13.2139|64.602|23.8005,38.5172|64.5719|-2.0601,-28.1801|16.9287|15.7836,35.1552|16.9286|-18.788,-27.9206|8.0516|26.3751,43.9469|8.0525|-12.8741,-20.6305|112.005|-67.233,105.0058|96.6195|-3.3778,101.0164|91.4013|-5.5677,29.6507|93.2429|-42.0361,29.6377|93.2431|-42.0382,40.4629|106.0888|-37.59
idle1,50,1.6667,14.945|123.5215|13.6355,14.0443|117.3801|12.4479,14.6369|132.6224|11.8807,14.1535|150.599|8.8973,9.634|181.4067|0.9106,8.9654|187.3855|-2.5106,5.8166|176.3908|1.8744,11.4932|176.2979|-2.3266,-10.4234|174.0633|13.8013,24.1871|171.0148|-17.2384,-37.143|145.1086|3.9766,30.7682|133.5587|-31.4714,-47.0078|124.6864|23.5072,40.3698|105.9049|-37.71,1.9026|110.6801|18.0023,24.3084|110.9396|3.7113,-13.2159|64.5937|23.8444,38.5511|64.5635|-2.039,-28.1848|16.9301|15.7753,35.1603|16.9311|-18.7919,-27.9263|8.0531|26.3669,43.9514|8.0547|-12.8776,-20.7613|111.6911|-67.3007,104.9602|96.5767|-3.5489,100.9767|91.3497|-5.7282,29.5727|93.0371|-42.1291,29.5686|93.0327|-42.1272,40.3698|105.9049|-37.71
idle1,51,1.7,14.9366|123.4975|13.6221,14.0444|117.3659|12.4479,14.617|132.574|11.8474,14.1199|150.5081|8.8373,9.6169|181.3233|0.8704,8.9515|187.3047|-2.547,5.8321|176.1346|1.8901,11.5136|176.018|-2.3026,-10.4799|173.7497|13.7069,24.0994|170.6904|-17.29,-37.4759|145.3|3.1871,30.6774|133.2464|-31.5561,-47.1847|124.8443|22.7608,40.2961|105.6001|-37.8022,1.9108|110.6611|18.0142,24.3154|110.9227|3.7213,-13.2098|64.5809|23.8999,38.5874|64.5542|-2.0174,-28.1763|16.9265|15.7721,35.1625|16.9321|-18.7927,-27.9165|8.0488|26.3631,43.9546|8.0565|-12.8787,-20.8733|111.2623|-67.3379,104.9344|96.4066|-3.6953,100.9561|91.1712|-5.8641,29.5129|92.7115|-42.1943,29.5062|92.7089|-42.1928,40.2961|105.6001|-37.8022
idle1,52,1.7333,14.9295|123.4691|13.6095,14.044|117.3485|12.4479,14.6024|132.5204|11.8156,14.0972|150.4102|8.7809,9.612|181.2346|0.8396,8.9502|187.2193|-2.5728,5.8253|176.0415|1.8566,11.5155|175.8807|-2.3214,-10.5588|173.6029|13.5622,23.9937|170.5192|-17.3865,-37.798|145.6557|2.3451,30.5707|133.0891|-31.6894,-47.8984|124.8998|21.3977,40.1936|105.4491|-37.9565,1.916|110.642|18.0243,24.3215|110.9002|3.7329,-13.2163|64.5736|23.9721,38.6209|64.5378|-1.9871,-28.1866|16.9309|15.7834,35.1507|16.9277|-18.7872,-27.9279|8.0549|26.3759,43.9412|8.0512|-12.872,-21.0212|110.9939|-67.42,104.8881|96.3831|-3.9219,100.914|91.1397|-6.0792,29.4221|92.5407|-42.3192,29.4079|92.5345|-42.3145,40.1936|105.4491|-37.9565
idle1,53,1.7667,14.9229|123.4365|13.5977,14.044|117.3278|12.4478,14.5885|132.4616|11.7851,14.0791|150.3067|8.7318,9.6319|181.15|0.8426,8.9774|187.1412|-2.5596,5.841|175.9423|1.8546,11.5348|175.762|-2.3173,-10.613|173.453|13.4511,23.9036|170.3674|-17.4605,-38.071|146.0083|1.5478,30.4598|132.9455|-31.7945,-48.5438|124.9563|20.067,40.0711|105.3066|-38.0846,1.9223|110.6175|18.0332,24.3267|110.8777|3.7401,-13.2164|64.5591|24.0419,38.6703|64.5272|-1.9653,-28.1859|16.9306|15.7694,35.155|16.9323|-18.799,-27.9265|8.0523|26.3599,43.947|8.0557|-12.8861,-21.1856|110.7402|-67.4819,104.8171|96.3618|-4.116,100.8468|91.111|-6.262,29.31|92.3797|-42.4183,29.3086|92.3748|-42.4182,40.0711|105.3066|-38.0846
idle1,54,1.8,14.9165|123.3993|13.5865,14.0441|117.3034|12.4479,14.5732|132.3966|11.7546,14.062|150.1961|8.6878,9.681|181.0718|0.8885,9.0396|187.0743|-2.4963,5.8824|175.84|1.8906,11.5763|175.6598|-2.2811,-10.6412|173.297|13.3759,23.8348|170.241|-17.5052,-38.2778|146.3303|0.8118,30.3609|132.831|-31.8842,-48.5907|125.1669|19.2938,39.9528|105.1938|-38.2109,1.9277|110.59|18.0411,24.3322|110.8512|3.7482,-13.2136|64.5432|24.1311,38.7248|64.5125|-1.9299,-28.1766|16.9273|15.7744,35.161|16.9324|-18.7952,-27.9164|8.0493|26.3651,43.9526|8.056|-12.8816,-21.3523|110.4897|-67.5323,104.759|96.3986|-4.318,100.794|91.1385|-6.4513,29.2062|92.2439|-42.5118,29.2049|92.2378|-42.5088,39.9528|105.1938|-38.2109
idle1,55,1.8333,14.9098|123.3566|13.576,14.0444|117.2753|12.4478,14.5547|132.3237|11.7255,14.0421|150.0749|8.652,9.7543|180.9952|0.9789,9.1315|187.0135|-2.3812,5.9447|175.7302|1.9665,11.6365|175.5643|-2.209,-10.6469|173.1319|13.3408,23.7873|170.1284|-17.5131,-38.4288|146.617|0.1512,30.27|132.7368|-31.9592,-48.5197|125.3494|18.636,39.8182|105.101|-38.3576,1.9322|110.5595|18.0474,24.3369|110.8213|3.7547,-13.2126|64.5256|24.226,38.7856|64.4964|-1.893,-28.1685|16.924|15.7755,35.1681|16.9318|-18.7906,-27.9082|8.0468|26.3669,43.9614|8.0572|-12.8767,-21.5344|110.2741|-67.6014,104.6832|96.4389|-4.543,100.723|91.1706|-6.6647,29.0845|92.1306|-42.6287,29.0708|92.1214|-42.6199,39.8183|105.101|-38.3576
idle1,56,1.8667,14.9031|123.3077|13.5662,14.0441|117.2433|12.4479,14.5344|132.2413|11.6976,14.0216|149.939|8.6218,9.851|180.9129|1.102,9.2515|186.9501|-2.2283,6.0274|175.6061|2.0728,11.7153|175.4618|-2.1094,-10.63|172.9573|13.3387,23.7581|170.0132|-17.4942,-38.5253|146.8533|-0.4189,30.1813|132.64|-32.0146,-48.5605|125.4112|17.8939,39.6417|104.999|-38.5199,1.9346|110.5269|18.0524,24.3394|110.7869|3.7599,-13.2219|64.5109|24.3349,38.8447|64.4756|-1.8546,-28.1791|16.9283|15.7805,35.1573|16.9317|-18.7951,-27.9198|8.0507|26.3715,43.9476|8.0541|-12.8812,-21.7729|110.1011|-67.6458,104.5799|96.4153|-4.8263,100.6187|91.1422|-6.9339,28.9073|92.0171|-42.7544,28.9022|92.0165|-42.7536,39.6417|104.999|-38.5199
idle1,57,1.9,14.8966|123.2468|13.557,14.0441|117.2023|12.4476,14.5137|132.1428|11.6715,14.0025|149.7807|8.6017,9.9703|180.818|1.2703,9.3982|186.8781|-2.0231,6.1301|175.4603|2.2197,11.8141|175.3417|-1.9694,-10.5896|172.7567|13.3799,23.7532|169.8932|-17.4348,-38.5604|147.0156|-0.8982,30.1156|132.5433|-32.0415,-48.5483|125.3855|17.2183,39.4585|104.896|-38.6889,1.9374|110.4841|18.0562,24.3414|110.7453|3.7623,-13.2272|64.4884|24.4659,38.926|64.4541|-1.8125,-28.1797|16.9282|15.7799,35.16|16.934|-18.8025,-27.9201|8.0514|26.3716,43.9529|8.0579|-12.8905,-22.0282|109.9489|-67.6709,104.4815|96.3666|-5.1451,100.5175|91.0901|-7.2393,28.7199|91.9062|-42.888,28.7142|91.9003|-42.8839,39.4585|104.8961|-38.6889
idle1,58,1.9333,14.8903|123.1692|13.5484,14.0443|117.148|12.4477,14.493|132.0225|11.6463,13.9851|149.5917|8.5874,10.1048|180.6972|1.466,9.5627|186.7821|-1.7864,6.2467|175.2795|2.3926,11.9269|175.184|-1.803,-10.5305|172.524|13.4535,23.7647|169.7418|-17.3484,-38.5406|147.0771|-1.2681,30.0605|132.4198|-32.055,-48.4728|125.2561|16.6489,39.2583|104.767|-38.8789,1.9392|110.4286|18.0583,24.3435|110.6906|3.7651,-13.2326|64.4585|24.6324,39.032|64.4248|-1.7474,-28.1743|16.9263|15.7758,35.1669|16.9335|-18.7955,-27.9146|8.0483|26.3665,43.9597|8.058|-12.8821,-22.3287|109.7656|-67.6567,104.3985|96.2976|-5.548,100.4298|91.0174|-7.6238,28.5112|91.7685|-43.0293,28.5047|91.7614|-43.0252,39.2583|104.767|-38.8789
idle1,59,1.9667,14.8843|123.076|13.5406,14.0439|117.0823|12.448,14.4734|131.8808|11.6227,13.9727|149.37|8.5774,10.265|180.5477|1.683,9.7576|186.6592|-1.5248,6.3862|175.0621|2.5843,12.0656|174.9802|-1.6135,-10.4474|172.2612|13.5475,23.8096|169.5494|-17.2337,-38.4562|147.0274|-1.539,30.0203|132.2673|-32.0768,-48.3261|125.0212|16.1849,39.0382|104.6122|-39.1283,1.9383|110.3643|18.0592,24.343|110.6231|3.7665,-13.2498|64.4276|24.8266,39.1466|64.3855|-1.6735,-28.1875|16.9312|15.7734,35.1532|16.9302|-18.7924,-27.9287|8.0534|26.3643,43.9444|8.0534|-12.8788,-22.6706|109.6574|-67.6358,104.3171|96.0945|-6.0823,100.3345|90.8173|-8.1389,28.2611|91.6221|-43.2271,28.2584|91.6184|-43.224,39.0382|104.6122|-39.1283
idle1,60,2.0,14.8796|122.9637|13.5353,14.0441|117.0066|12.4477,14.4566|131.709|11.6079,13.9674|149.0956|8.5873,10.4414|180.3478|1.9396,9.9703|186.4874|-1.2198,6.5721|174.5936|2.8686,12.2479|174.5404|-1.3358,-10.3121|171.7477|13.742,23.9048|169.1298|-17.0281,-38.28|146.6334|-1.6173,29.9977|131.9053|-32.0635,-48.0576|124.4466|15.9319,38.7933|104.2536|-39.4029,1.9364|110.289|18.0549,24.3418|110.5491|3.7634,-13.2627|64.3885|25.04,39.2817|64.3458|-1.5956,-28.1869|16.931|15.7639,35.1537|16.9313|-18.7953,-27.9293|8.0529|26.3546,43.9438|8.0539|-12.8809,-23.0652|109.4722|-67.5525,104.2392|95.5507|-6.7376,100.2316|90.2847|-8.7747,27.9603|91.2933|-43.4481,27.9579|91.2875|-43.4477,38.7933|104.2536|-39.4029
idle1,61,2.0333,14.8773|122.8322|13.5343,14.0441|116.9223|12.4481,14.4463|131.5057|11.6056,13.9734|148.763|8.6206,10.6354|180.0886|2.2261,10.2019|186.2564|-0.8833,6.8173|173.7684|3.2592,12.4851|173.7738|-0.9599,-10.1111|170.8819|14.0529,24.0638|168.3896|-16.7191,-37.9702|145.7565|-1.4849,30.0061|131.2297|-31.9728,-47.6181|123.3984|15.9178,38.5407|103.585|-39.6393,1.9316|110.208|18.0487,24.3353|110.4669|3.7544,-13.2737|64.3482|25.2829,39.4241|64.3012|-1.5102,-28.183|16.9296|15.7865,35.1502|16.9275|-18.7866,-27.9223|8.0531|26.3785,43.9413|8.051|-12.8724,-23.4678|109.0664|-67.4062,104.1515|94.5993|-7.3841,100.1131|89.3508|-9.4052,27.6378|90.6694|-43.6394,27.6279|90.6648|-43.6375,38.5407|103.585|-39.6393
idle1,62,2.0667,14.8775|122.6871|13.5376,14.0439|116.8314|12.448,14.4434|131.2826|11.6162,13.9935|148.3958|8.6781,10.8473|179.7934|2.5448,10.4524|185.9895|-0.5131,7.0954|172.753|3.711,12.7542|172.8318|-0.5249,-9.8595|169.7802|14.4396,24.267|167.4408|-16.33,-37.5583|144.5447|-1.206,30.0536|130.3509|-31.8124,-47.1031|122.0099|16.0249,38.3105|102.7196|-39.8235,1.9214|110.1223|18.0332,24.3261|110.3803|3.7405,-13.2954|64.3066|25.5186,39.5768|64.2567|-1.426,-28.1894|16.9317|15.7828,35.1538|16.9284|-18.789,-27.9309|8.055|26.3746,43.945|8.0516|-12.8753,-23.8224|108.5287|-67.2436,104.0547|93.3807|-7.9426,99.9832|88.1541|-9.9538,27.3312|89.8597|-43.7941,27.3159|89.857|-43.7916,38.3105|102.7196|-39.8235
idle1,63,2.1,14.8802|122.534|13.5451,14.044|116.7352|12.4476,14.447|131.051|11.6384,14.0271|148.0167|8.7588,11.0803|179.485|2.8946,10.7254|185.7095|-0.1101,7.3849|171.7167|4.182,13.0357|171.8666|-0.0692,-9.5681|168.5866|14.8687,24.4932|166.4154|-15.8937,-37.0856|143.1885|-0.8337,30.1449|129.3993|-31.6008,-46.5879|120.4572|16.161,38.1229|101.7888|-39.9592,1.9096|110.0315|18.0134,24.3144|110.2913|3.7209,-13.3115|64.26|25.7562,39.7314|64.2117|-1.3437,-28.1848|16.9298|15.7745,35.1534|16.9311|-18.7962,-27.9259|8.052|26.3655,43.9445|8.0538|-12.8832,-24.0965|107.9707|-67.1003,103.9554|92.0477|-8.3821,99.8503|86.8462|-10.3903,27.0652|88.9927|-43.9182,27.0705|88.9856|-43.9113,38.1229|101.7888|-39.9592
idle1,64,2.1333,14.8853|122.3748|13.5563,14.0444|116.6352|12.4479,14.4572|130.813|11.6702,14.071|147.6281|8.8545,11.3161|179.1613|3.2516,11.0|185.4127|0.2988,7.6511|170.804|4.6149,13.2978|171.007|0.3548,-9.2846|167.4805|15.2706,24.7156|165.4621|-15.4659,-36.6002|141.8799|-0.4554,30.3155|128.519|-31.3623,-46.084|118.9395|16.2664,38.0661|100.9429|-40.0419,1.8953|109.9388|17.9904,24.3002|110.1993|3.6981,-13.3282|64.2133|25.9955,39.8917|64.1663|-1.2547,-28.1797|16.9275|15.7735,35.1635|16.9307|-18.7889,-27.9207|8.0497|26.3644,43.9553|8.0546|-12.8751,-24.2027|107.48|-66.9857,103.9449|90.8177|-8.6828,99.811|85.6403|-10.6942,26.9404|88.2076|-44.0061,26.9329|88.2021|-43.9998,38.0661|100.9429|-40.0419
